קוד,פריט,משפחת פריט,קבוצת פריט,צורת ניהול מלאי,יחידת מידה,איפיון פריט 06,איפיון חברה,מזהה מדבקה לפריט
GLG-L-PETRI DISH-GLASS-75MM,צלחת פטרי זכוכית - קוטר 75 ממ,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,26961009
GLG-L-PETRI DISH-GLASS-120MM,צלחת פטרי זכוכית - קוטר 120 ממ,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,26960904
GLG-L-JAR-GLASS-120MM,צנצנת זכוכית 380 מל + מכסה זהב,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,26960744
GLG-R-OLEATE-1KG,"סודיום אולאט - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,רגיל,1KG,,גרין גלובל,26564445
GLG-P-B04,ארגז מסטר דו גלי ל-12 בק' 285/250/245,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,25610578
GLG-P-B02,ארגז עבה גדול 375/275/290,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,25578380
GLG-DG-DECLARATION-IMDG,"הצהרת חומ""ס - שינוע ימי",חמרי ניקוי,חמרי ניקוי,רגיל,UNIT,,גרין גלובל,25572095
GLG-P-B03,ארגז עבה קטן 375/275/150,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,25572084
GLG-BASE7460-1KG,"מוצר בסיס 7460 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25406034
GLG-P-C60,שקית אבקות,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,25405858
GLG-T-WATER ELEMENTS TEST,בדיקת רעלים במי שתייה,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,25335036
GLG-P-L50,פקק בטיחות קטן,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,25296742
GLG-R-Q5%-1L,חומצה אצטית 5%,חמרי ניקוי,חמרי ניקוי,רגיל,1L,,,25296738
GLG-BASE8913-1KG,"מוצר בסיס 8913 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291817
GLG-BASE8612-1KG,"מוצר בסיס 8612 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291815
GLG-BASE8510-1KG,"מוצר בסיס 8510 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291813
GLG-BASE8111-1KG,"מוצר בסיס 8111 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291811
GLG-BASE6818-1KG,"מוצר בסיס 6818 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291809
GLG-BASE6814-1KG,"מוצר בסיס 6814 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291807
GLG-BASE6209-1KG,"מוצר בסיס 6209 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291805
GLG-BASE6010-1KG,"מוצר בסיס 6010 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291803
GLG-BASE6011-1KG,"מוצר בסיס 6011 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291801
GLG-BASE6002-1KG,"מוצר בסיס 6002 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291797
GLG-BASE7076-1KG,"מוצר בסיס 7076 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291795
GLG-BASE3712-1KG,"מוצר בסיס 3712 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291793
GLG-BASE3317-1KG,"מוצר בסיס 3317 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291791
GLG-BASE3312-1KG,"מוצר בסיס 3312 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291789
GLG-BASE2101-1KG,"מוצר בסיס 2101 - 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291787
GLG-P-STICKER-LARGE,מדבקה גדולה (אריזות של 25 ליטר ומעלה),חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,25291785
GLG-P-STICKER-SMALL,מדבקה קטנה (עד אריזות 5 ליטר),חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,25291783
GLG-P-L10,פקק לג'ריקן 5 ליטר טבעי,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,25291746
GLG-R-S06-1KG,ריח 06 - סופטי,חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291744
GLG-R-S05-1KG,ריח 05 - קול בלו 4363,חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291741
GLG-R-S04-1KG,ריח 04 - פטל מלונות,חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291739
GLG-R-S03-1KG,ריח 03 - מסיר גריז,חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291737
GLG-R-S02-1KG,ריח 02 - אביב/לגונה,חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291735
GLG-R-S01-1KG,ריח 01 - לימון,חמרי ניקוי,חמרי ניקוי,אצווה,173KG,,גרין גלובל,25291732
GLG-R-WW-1G,צבען צהוב K7164-J,חמרי ניקוי,חמרי ניקוי,אצווה,173KG,,גרין גלובל,25291729
GLG-R-XX-1G,צבען כחול 050601,חמרי ניקוי,חמרי ניקוי,אצווה,1GR,,גרין גלובל,25291727
GLG-R-YY-1G,צבען אדום 07004,חמרי ניקוי,חמרי ניקוי,אצווה,1GR,,גרין גלובל,25291725
GLG-R-ZZ-1G,צבען ירוק W7035,חמרי ניקוי,חמרי ניקוי,אצווה,173KG,,גרין גלובל,25291664
GLG-R-U-1L,איזופרופיל אלכוהול 99.8% (ג'ריקן 18 ליטר),חמרי ניקוי,חמרי ניקוי,אצווה,1L,,תעשיות,25291659
GLG-R-T-1KG,TKPP,חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,,25291657
GLG-R-S-1KG,"חומר פעיל שטח APG 0814 (חבית 200 ק""ג)",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291655
GLG-R-R-1KG,גליצרול כשר לפסח,חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291649
GLG-R-N99%-1KG,"טריאתנול אמין TEA 99% (חבית 225 ק""ג)",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,תעשיות,25291641
GLG-R-K70%-1L,אתנול 70% - (ג'ריקן 18 ליטר),חמרי ניקוי,חמרי ניקוי,אצווה,1L,,תעשיות,25291634
GLG-R-K96%-1L,אתנול 96% (חבית 210 ליטר),חמרי ניקוי,חמרי ניקוי,אצווה,1L,,תעשיות,25291625
GLG-R-J-1KG,"חומצה ציטרית (שק 25 ק""ג)",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291618
GLG-R-I-1KG,"טריסודיום ציטראט (שק 25 ק""ג)",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291616
GLG-R-G75%-1KG,"חומצה פוספורית 75% (מיכל תקני 35 ק""ג)",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,תעשיות,25291609
GLG-R-G85%-1KG,"חומצה פוספורית 85% (מיכל תקני 35 ק""ג)",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,תעשיות,25291597
GLG-R-E-1L,בוטיל גליקול (קובייה 1000 ליטר),חמרי ניקוי,חמרי ניקוי,אצווה,1L,,תעשיות,25291583
GLG-R-C-1KG,"סודיום מטה סיליקאט (שק 25 ק""ג)",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,תעשיות,25291580
GLG-R-B-1KG,"ברול 226 ENV plus (חבית 180 ק""ג)",חמרי ניקוי,חמרי ניקוי,אצווה,1KG,,גרין גלובל,25291567
GLG-R-A-1L,מים מטופלים,חמרי ניקוי,חמרי ניקוי,רגיל,1L,,גרין גלובל,25291522
GLG-DEPOSIT-35L,פקדון ג'ריקן 35 ליטר,חמרי ניקוי,חמרי ניקוי,רגיל,35L,,גרין גלובל,25274601
GLG-L-CN-GLOVES-LATEX-NO-TALC-XL,כפפות לטקס ללא טלק XL-קופסא 100 יח',מעבדה,מעבדה,רגיל,קופסא,,גרין גלובל,25130688
GLG-3712-42310000-750ML,"מסיר חלודה תעשייתי, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,תעשייתי,גרין גלובל,24848212
GLG-M5V,מנוע חשמלי מהירות משתנה,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,24714252
GLG-SFM-40,"משאבת חבית 140 ל/ד, מבנה PP, קוטר 40, אורך 1 מטר",חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,24714215
GLG-7460-42310105-750ML,"נוזל לניקוי והברקת משטחים בניחות מרענן, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,בייתי,גרין גלובל,24195732
GLG-7461-20100105-5L,"נוזל לניקוי והברקה בניחוח מרענן, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,24192093
GLG-7461-23100105-25L,"נוזל לניקוי והברקה בניחוח מרענן, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,24191997
GLG-7461-42310105-750ML,"נוזל לניקוי והברקה בניחוח מרענן, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,תעשייתי,גרין גלובל,24191827
GLG-7460-20100105-5L,"נוזל לניקוי והברקת משטחים בניחוח מרענן, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,בייתי,גרין גלובל,24191644
GLG-7460-2310105-25L,"נוזל לניקוי והברקת משטחים בניחוח מרענן, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,בייתי,גרין גלובל,24191377
GLG-N-6324-99000002-KIT,"ערכה להכנת 100 ק""ג נוזל לניקוי והסרת כתמים מבדים בניחוח אביב",חמרי ניקוי,חמרי ניקוי,רגיל,KIT,תעשייתי,גרין גלובל,24043748
GLG-N-3318-99000000-KIT,"ערכה להכנת 100 ק""ג מסיר אבנית למכונות קפה",חמרי ניקוי,חמרי ניקוי,רגיל,KIT,תעשייתי,גרין גלובל,24043618
GLG-6871-20100201-5L,"נוזל כלים בניחוח לימון, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,רגיל,5L,,גרין גלובל,24004165
GLG-6871-42310201-750ML,"נוזל כלים בניחוח לימון, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,רגיל,750ML,,גרין גלובל,24003846
GLG-6871-23010201-25L,"נוזל כלים בניחוח לימון, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,רגיל,25L,,גרין גלובל,23978877
GLG-L-VISC-CAL-LIQ-60000mPas,תמיסת כיול לויסקומטר 100 mPas,חמרי ניקוי,חמרי ניקוי,רגיל,500ML,,גרין גלובל,23945586
GLG-L-VISC-CAL-LIQ-5mPas,תמיסת כיול לויסקומטר 5 mPas,חמרי ניקוי,חמרי ניקוי,רגיל,500ML,,גרין גלובל,23945419
GLG-L-VOLS1-ADAPTER,מתאם לויסקומטר 1.5-2500000,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,23945385
GLG-6003-01000000-1000L,"מסיר שומנים לתעשיית המזון והמשקאות, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,23884855
GLG-DEPOSIT-RETURN-1000L,החזרת קוביה 1000 ליטר לא פעיל,חמרי ניקוי,חמרי ניקוי,רגיל,1000L,,גרין גלובל,23841921
GLG-DEPOSIT-RETURN-200L,החזרת חבית 200 ליטר - לא פעיל,חמרי ניקוי,חמרי ניקוי,רגיל,200L,,גרין גלובל,23841696
GLG-DEPOSIT-RETURN-25L,החזרת מיכל 25 ליטר- לא פעיל,חמרי ניקוי,חמרי ניקוי,רגיל,25L,,גרין גלובל,23841518
GLG-L-VIAL-T44ML,"וייל פקק הברגה 44 מ""ל",חמרי ניקוי,חמרי ניקוי,רגיל,קופסא,,גרין גלובל,23596780
GLG-8510-41300000-500ML,"מסיר צבע, בקבוק 500 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,500ML,תעשייתי,גרין גלובל,23558634
GLG-L-BUFFER-PH10,תמיסת בופר לכיול - pH 10,MRC,כללי GLG,רגיל,יחידה,,גרין גלובל,23514699
GLG-L-BUFFER-PH4,תמיסת בופר לכיול - pH 4,MRC,כללי GLG,רגיל,יחידה,,גרין גלובל,23514569
GLG-L-BUFFER-PH7,תמיסת בופר לכיול - pH 7,MRC,כללי GLG,רגיל,יחידה,,גרין גלובל,23514292
GLG-L-PHMETER,מד חומציות שולחני,MRC,כללי GLG,רגיל,יחידה,,גרין גלובל,23512400
GLG-L-CYLINDER-5ML,"משורה 5 מ""ל",חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,23382162
GLG-R-OLEIC-ACID-1L,אולאיק אסיד - בקבוק 1 ליטר  S.P   C18H34O2,חמרי ניקוי,חמרי ניקוי,אצווה,1L,,גרין גלובל,22789001
GLG-L-GRINDER-SM-450,מטחנת להבים מעבדתית לחומרים יבשים עם כוס,מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,22722514
GLG-L-GAS-INLET,כניסת גז לתנור,מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,22722482
GLG-L-OVEN-DFO-36,תנור מעבדה עם סחרור אויר נפח 36 ליטר/250צ,מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,22722336
GLG-PALLET-DEPOSIT,פקדון למשטח,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,22040650
GLG-N-7460-99000000-KIT,"ערכה להכנת 100 ק""ג נוזל לניקוי שמשות וחלונות",חמרי ניקוי,חמרי ניקוי,רגיל,KIT,תעשייתי,גרין גלובל,21585860
GLG-N-2101-99000000-KIT,"ערכה להכנת 100 ק""ג מרכך כביסה ללא ריח",חמרי ניקוי,חמרי ניקוי,רגיל,KIT,תעשייתי,גרין גלובל,21585847
GLG-L-VISCOMETER-HAKKE-D/L,ויסקומטר HAKKE מודל D גירסא L,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,21473976
GLG-7723-42310001-750ML,"תרכיז לניקוי ריהוט גן בניחוח לימון, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,בייתי,גרין גלובל,21119396
GLG-7723-23010001-25L,"תרכיז לניקוי ריהוט גן בניחוח לימון, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,בייתי,גרין גלובל,21115307
GLG-7723-20100001-5L,"תרכיז לניקוי ריהוט גן בניחוח לימון, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,בייתי,גרין גלובל,21113882
GLG-L-TIP-BOE-1-5ML-250,"טיפ לפיפטור 1-5 מ""ל ל-BOE,Microlit,Genex",מעבדה,חמרי ניקוי,רגיל,שקית,,גרין גלובל,20509013
GLG-L-AUTOPIPETTE-0.5-5ML,"פיפטה אוטומטית 0.5-5 מ""ל BOECO",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,20508843
GLG-L-TIP-BOE-1-10ML-100,"טיפ לפיפטור 1-10 מ""ל ל Finpipettr,BOE,Microlit-שקית 100 יח'",מעבדה,חמרי ניקוי,רגיל,שקית,,גרין גלובל,20508731
GLG-8612-41300000-500ML,"מסיר מדבקות, בקבוק 500 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,500ML,תעשייתי,גרין גלובל,20345950
GLG-L-AUTOPIPETTE-1-10ML,"פיפטור טווח 1-10 מיליליטר, Boeco SA Series",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,20307822
GLG-6003-10000000-200L,"מסיר שומנים לתעשיית המזון והמשקאות, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,20274521
GLG-3312-42310000-750ML,"מסיר אבנית תעשייתי, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,תעשייתי,גרין גלובל,20113963
GLG-3303-20100000-5L,"מסיר אבן חלב, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,20104790
GLG-3303-23000000-25L,"מסיר אבן חלב, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,20104762
GLG-DEPOSIT-25L,פקדון ג'ריקן 25 ליטר,חמרי ניקוי,חמרי ניקוי,רגיל,25L,,גרין גלובל,20098112
GLG-DEPOSIT-200L,פקדון חבית 200 ליטר,חמרי ניקוי,חמרי ניקוי,רגיל,200L,,גרין גלובל,20098074
GLG-DEPOSIT-1000L,פקדון קוביה 1000 ליטר,חמרי ניקוי,חמרי ניקוי,רגיל,1000L,,גרין גלובל,20098003
GLG-8622-41300000-500ML,"מסיר וממיס מדבקות, בקבוק 500 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,500ML,מוסדי,גרין גלובל,20090440
GLG-8622-23010000-25L,"מסיר וממיס מדבקות, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,מוסדי,גרין גלובל,20090437
GLG-8622-20100000-5L,"מסיר וממיס מדבקות, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,מוסדי,גרין גלובל,20090435
GLG-8613-23010000-25L,"מסיר מדבקות ממסועים, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,20090432
GLG-8613-20100000-5L,"מסיר מדבקות ממסועים, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,20090430
GLG-7789-42310000-750ML,"נוזל לניקוי משטחי פלסטיק וברזנט, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,מוסדי,גרין גלובל,20090428
GLG-7789-23010000-25L,"נוזל לניקוי משטחי פלסטיק וברזנט, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,מוסדי,גרין גלובל,20090425
GLG-7789-20100000-5L,"נוזל לניקוי משטחי פלסטיק וברזנט, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,מוסדי,גרין גלובל,20090423
GLG-7788-42310000-750ML,"נוזל רב-תכליתי לניקוי משטחים, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,מוסדי,גרין גלובל,20090421
GLG-7788-23010000-25L,"נוזל רב-תכליתי לניקוי משטחים, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,מוסדי,גרין גלובל,20090418
GLG-7788-20100000-5L,"נוזל רב-תכליתי לניקוי משטחים, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,מוסדי,גרין גלובל,20090416
GLG-7771-41310000-500ML,"נוזל ניקוי רב-תכליתי למשטחי כלי שיט, תרסיס 500 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,500ML,ימי,גרין גלובל,20090414
GLG-7771-23010000-25L,"נוזל ניקוי רב-תכליתי למשטחי כלי שיט, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,ימי,גרין גלובל,20090411
GLG-7771-20100000-5L,"נוזל ניקוי רב-תכליתי למשטחי כלי שיט, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,ימי,גרין גלובל,20090409
GLG-7770-41300000-500ML,"נוזל מרוכז לשטיפת כלי שיט, בקבוק 500 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,500ML,ימי,גרין גלובל,20090407
GLG-7770-23010000-25L,"נוזל מרוכז לשטיפת תכלי שיט, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,ימי,גרין גלובל,20090404
GLG-7770-20100000-5L,"נוזל מרוכז לשטיפת תכלי שיט, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,ימי,גרין גלובל,20090402
GLG-7722-23010000-25L,"נוזל לניקוי ריהוט גן, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,בייתי,גרין גלובל,20090399
GLG-7722-20100000-5L,"נוזל לניקוי ריהוט גן, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,בייתי,גרין גלובל,20090397
GLG-7721-23010000-25L,"נוזל לניקוי משטחים רב-תכליתי, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,בייתי,גרין גלובל,20090394
GLG-7721-20100000-5L,"נוזל לניקוי משטחים רב-תכליתי, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,בייתי,גרין גלובל,20090392
GLG-7452-41310105-500ML,"נוזל לניקוי והברקת משטחים וזכוכית בכלי שיט בניחוח מרענן, תרסיס 500 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,500ML,ימי,גרין גלובל,20090390
GLG-7452-23010105-25L,"נוזל לניקוי והברקת משטחים וזכוכית בכלי שיט בניחוח מרענן, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,ימי,גרין גלובל,20090387
GLG-7452-20100105-5L,"נוזל לניקוי והברקת משטחים וזכוכית בכלי שיט בניחוח מרענן, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,ימי,גרין גלובל,20090385
GLG-7451-42310105-750ML,"נוזל לניקוי והברקה בניחוח מרענן, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,תעשייתי,גרין גלובל,20090383
GLG-7451-23010105-25L,"נוזל לניקוי והברקה בניחוח מרענן, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,20090380
GLG-7451-20100105-5L,"נוזל לניקוי והברקה בניחוח מרענן, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,20090378
GLG-7139-23010201-25L,"נוזל כלים בניחוח לימון, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,בייתי,גרין גלובל,20090375
GLG-7139-20100201-5L,"נוזל כלים בניחוח לימון, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,בייתי,גרין גלובל,20090373
