קוד,פריט,משפחת פריט,קבוצת פריט,צורת ניהול מלאי,יחידת מידה,איפיון פריט 06,איפיון חברה,מזהה מדבקה לפריט
GLG-L-GLOVES-NITRILE-L,כפפות ניטריל - L,מעבדה,חמרי ניקוי,רגיל,קופסא,,גרין גלובל,12852012
GLG-L-CYLINDER-50ML,"משורה 50 מ""ל",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12852010
GLG-L-CYLINDER-500ML,"משורה 500 מ""ל",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12852008
GLG-L-CYLINDER-25ML,"משורה 25 מ""ל",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12852006
GLG-L-CYLINDER-100ML,"משורה 100 מ""ל",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12852004
GLG-L-CORK-RING-80MM,"טבעת שעם - 80 מ""מ",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12852002
GLG-L-CORK-RING-60MM,"טבעת שעם - 60 מ""מ",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12852000
GLG-R-H-1KG,קרבומר 940,מעבדה,חמרי ניקוי,אצווה,1KG,,גרין גלובל,12851998
GLG-L-BRUSH-S,מברשת ניקוי - S,מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12851996
GLG-L-BRUSH-M,מברשת ניקוי - M,מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12851994
GLG-L-BRUSH-L,מברשת ניקוי - L,מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12851992
GLG-L-BEAKER-GLASS-600ML,"כוס זכוכית - 600 מ""ל",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12851990
GLG-L-BEAKER-GLASS-250ML,"כוס זכוכית 250 מ""ל",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12851988
GLG-L-BEAKER-GLASS-1L,כוס זכוכית -1  ליטר,מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12851986
GLG-L-BEAKER-GLASS-100ML,"כוס זכוכית 100 מ""ל",מעבדה,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12851984
GLG-L-WOODEN-SPATULA-BOX,מקלות עץ שפדלים,מעבדה,חמרי ניקוי,רגיל,קופסא,,גרין גלובל,12851982
GLG-R-CN-TEA-85%-5L,טריאתנול אמין 85%,חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,תעשיות,12851665
GLG-R-CN-PHA-85%-35KG,"חומצה זרחתית 85% 35 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,35KG,,תעשיות,12851663
GLG-R-KOH-90%-1KG,"פתיתי KOH 90%- אריזה 1 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,יחידה,,תעשיות,12851661
GLG-R-CN-CA-25KG,"חומצה ציטרית שק 25 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,25KG,,גרין גלובל,12851656
GLG-R-CN-TSC-25KG,"טרי סודיום ציטרט - 25 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,25KG,,גרין גלובל,12847912
GLG-R-CN-TKPP-25KG,"טטרה פוטסיום פירו פוספט 25 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,25KG,,גרין גלובל,12847910
GLG-R-CN-TEA-85%-20KG,טריאתנול אמין 85% - ג'ריקן 20,חמרי ניקוי,חמרי ניקוי,אצווה,יחידה,,תעשיות,12847908
GLG-R-TZ-SOFTY-637/3-5L,תמצית ריח סופטי 637/3,חמרי ניקוי,חמרי ניקוי,אצווה,5L,,גרין גלובל,12847904
GLG-R-CN-SMS-25KG,"סודיום מטה סיליקט - 25 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,25KG,,תעשיות,12847902
GLG-R-QA-1L,אמוניום רבעוני גלספט 50 - 1 ליטר,חמרי ניקוי,חמרי ניקוי,אצווה,1L,,גרין גלובל,12847900
GLG-R-CN-PHA-85%-50K,"חומצה זרחתית 85% 50 ק""ג",חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,תעשיות,12847896
GLG-R-CN-NP9-213KG,"נוניל  פנול 213 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,213KG,,תעשיות,12847892
GLG-R-CN-NAOH-25KG,"שק NaOH פתיתים - 25 ק""ג",חמרי ניקוי,חמרי ניקוי,רגיל,25KG,,תעשיות,12847890
GLG-R-TZ-MESIR-GREASE-5L,תמצית ריח מסיר גריז,חמרי ניקוי,חמרי ניקוי,אצווה,5L,,גרין גלובל,12847888
GLG-R-TZ-LEMON-SIC-5L,תמצית ריח לימון סיק,חמרי ניקוי,חמרי ניקוי,אצווה,5L,,גרין גלובל,12847886
GLG-R-TZ-LAGUNA-5L,תמצית ריח לגונה / אביב,חמרי ניקוי,חמרי ניקוי,אצווה,5L,,גרין גלובל,12847884
GLG-R-CN-IPA-18L,איזופרופיל אלכוהול 99.8%,חמרי ניקוי,חמרי ניקוי,אצווה,18L,,תעשיות,12847880
GLG-R-TZ-FATAL-5L,תמצית ריח פטל מלונות,חמרי ניקוי,חמרי ניקוי,אצווה,5L,,גרין גלובל,12847878
GLG-R-TZ-FAIRY-5L,תמצית ריח פיירי,חמרי ניקוי,חמרי ניקוי,אצווה,5L,,גרין גלובל,12847876
GLG-R-CN-FA-85%-25KG,"חומצת נמלים 85%-25 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,25KG,,תעשיות,12847874
GLG-R-CN-ETHANOL-96%-5L,אתנול 96% - 5 ליטר,חמרי ניקוי,חמרי ניקוי,אצווה,5L,,תעשיות,12847872
GLG-ECO_KLEAR-250ML,"מסיר אבנית 3312EL-בקבוק 250 מ""",חמרי ניקוי,חמרי ניקוי,אצווה,יחידה,,תעשיות,12847867
GLG-R-DM-DL-173KG,"דילימונן -173 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,173KG,,תעשיות,12847863
GLG-R-TZ-COOL-BLUE-5L,תמצית ריח קול בלו 4363,חמרי ניקוי,חמרי ניקוי,אצווה,5L,,גרין גלובל,12847861
GLG-R-ZC-CARBOMER-20KG,"קרבומר 940 קרטון 20 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,20KG,,גרין גלובל,12847859
GLG-R-DM-BG-185KG,"בוטיל גליקול 185 ק""ג",חמרי ניקוי,חמרי ניקוי,אצווה,185KG,,תעשיות,12847855
GLG-R-SY-B226SA-200KG,ברול 226SA,חמרי ניקוי,חמרי ניקוי,אצווה,200KG ,,גרין גלובל,12847853
GLG-R-YA-APG0814-220L,חומר פעיל שטח APG אורך 0814,חמרי ניקוי,חמרי ניקוי,אצווה,220L,,תעשיות,12847849
GLG-8913-20100000-5L,"מנקה מיכלים ודוודים, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847833
GLG-8913-23010000-25L,"מנקה מיכלים ודוודים, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847831
GLG-8913-11000000-200L,"מנקה מיכלים ודוודים, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847829
GLG-8913-01000000-1000L,"מנקה מיכלים ודוודים, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847825
GLG-8612-20100000-5L,"מסיר מדבקות, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847821
GLG-8612-23010000-25L,"מסיר מדבקות, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847817
GLG-8612-11000000-200L,"מסיר מדבקות, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847815
GLG-8612-01000000-1000L,"מסיר מדבקות, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847811
GLG-8510-20100000-5L,"מסיר צבע, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847805
GLG-8510-23010000-25L,"מסיר צבע, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847801
GLG-8510-11000000-200L,"מסיר צבע, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847797
GLG-8510-01000000-1000L,"מסיר צבע, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847793
GLG-8111-20100500-5L,"מנקה מנועים וחדרי מכונה, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847777
GLG-8111-11000500-200L,"מנקה מנועים וחדרי מכונה, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847773
GLG-8111-01000500-1000L,"מנקה מנועים וחדרי מכונה, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847769
GLG-N-7076-99000000-KIT,"ערכה להכנת 100 ק""ג נוזל ניקוי רב תכליתי מרוכז",חמרי ניקוי,חמרי ניקוי,רגיל,KIT,תעשייתי,גרין גלובל,12847711
GLG-7076-20100000-5L,"נוזל ניקוי רב תכליתי מרוכז, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847705
GLG-7076-23010000-25L,"נוזל ניקוי רב תכליתי מרוכז, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847701
GLG-7076-10000000-200L,"נוזל ניקוי רב תכליתי מרוכז, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847699
GLG-7076-01000000-1000L,"נוזל ניקוי רב תכליתי מרוכז, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847695
GLG-6815-20100305-5L,"נוזל כביסה בניחוח מרענן, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,בייתי,גרין גלובל,12847597
GLG-6815-23010305-25L,"נוזל כביסה בניחוח מרענן, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,בייתי,גרין גלובל,12847595
GLG-6818-20100000-5L,"תרכיז ניקוי רב תכליתי, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,בייתי,גרין גלובל,12847557
GLG-6818-23010000-25L,"תרכיז ניקוי רב תכליתי, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,בייתי,גרין גלובל,12847555
GLG-6818-10000000-200L,"תרכיז ניקוי רב תכליתי, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,בייתי,גרין גלובל,12847553
GLG-6818-01000000-1000L,"תרכיז ניקוי רב תכליתי, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,בייתי,גרין גלובל,12847549
GLG-6814-20100300-5L,"מסיר שומנים לחלקי אלומיניום, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847543
GLG-6814-23010300-25L,"מסיר שומנים לחלקי אלומיניום, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847541
GLG-6814-10000300-200L,"מסיר שומנים לחלקי אלומיניום, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847539
GLG-6814-01000300-1000L,"מסיר שומנים לחלקי אלומיניום, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847535
GLG-6327-20100000-5L,"נוזל לניקוי והסרת כתמים מבדים, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847523
GLG-6327-23010000-25L,"נוזל לניקוי והסרת כתמים מבדים, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847519
GLG-6327-10000000-200L,"נוזל לניקוי והסרת כתמים מבדים, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847517
GLG-6209-20100000-5L,"מסיר פיח, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847509
GLG-6209-21010000-25L,"מסיר פיח, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,יחידה,תעשייתי,גרין גלובל,12847507
GLG-6209-10000000-200L,"מסיר פיח, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847505
GLG-6209-01000000-1000L,"מסיר פיח, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847501
GLG-6045-23010000-25L,"נוזל לניקוי פירות וירקות, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847497
GLG-6022-42310403-750ML,"מסיר שומנים לתעשיית המזון והמשקאות מבושם, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,מוסדי,גרין גלובל,12847493
GLG-6022-20100403-5L,"מסיר שומנים לתעשיית המזון והמשקאות מבושם, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,מוסדי,גרין גלובל,12847491
GLG-6022-23010403-25L,"מסיר שומנים לתעשיית המזון והמשקאות מבושם, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,מוסדי,גרין גלובל,12847489
GLG-6022-10000403-200L,"מסיר שומנים לתעשיית המזון והמשקאות מבושם, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,מוסדי,גרין גלובל,12847487
GLG-6022-01000403-1000L,"מסיר שומנים לתעשיית המזון והמשקאות מבושם, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,מוסדי,גרין גלובל,12847483
GLG-6010-20100000-5L,"נוזל מרוכז לשטיפת רצפת חדרי מכונה, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847447
GLG-6010-23010000-25L,"נוזל מרוכז לשטיפת רצפת חדרי מכונה, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847445
GLG-6010-10000000-200L,"נוזל מרוכז לשטיפת רצפת חדרי מכונה, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847443
GLG-6010-01000000-1000L,"נוזל מרוכז לשטיפת רצפת חדרי מכונה, קוביה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847439
GLG-6020-42300002-750ML,"נוזל רצפה מרוכז בניחוח אביב, בקבוק 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,מוסדי,גרין גלובל,12847435
GLG-6020-23010002-25L,"נוזל רצפה מרוכז בניחוח אביב, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,מוסדי,גרין גלובל,12847433
GLG-N-6011-99000400-KIT,"ערכה להכנת 100 ק""ג מסיר שומנים מרוכז",חמרי ניקוי,חמרי ניקוי,רגיל,KIT,תעשייתי,גרין גלובל,12847413
GLG-6011-42310400-750ML,"מסיר שומנים מרוכז, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,תעשייתי,גרין גלובל,12847405
GLG-6011-20100400-5L,"מסיר שומנים מרוכז, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847403
GLG-6011-23010400-25L,"מסיר שומנים מרוכז, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847399
GLG-6011-10000400-200L,"מסיר שומנים מרוכז, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847397
GLG-6011-01000400-1000L,"מסיר שומנים מרוכז, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847393
GLG-6002-20100000-5L,"מסיר שומנים לציוד חקלאי, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847389
GLG-6002-23010000-25L,"מסיר שומנים לציוד חקלאי, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847387
GLG-6002-10000000-200L,"מסיר שומנים לציוד חקלאי, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847385
GLG-6002-01000000-1000L,"מסיר שומנים לציוד חקלאי, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847381
GLG-N-3712-99000000-KIT,"ערכה להכנת 100 ק""ג מסיר חלודה תעשייתי",חמרי ניקוי,חמרי ניקוי,רגיל,KIT,תעשייתי,גרין גלובל,12847379
GLG-3712-20100000-5L,"מסיר חלודה תעשייתי, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847375
GLG-3712-23010000-25L,"מסיר חלודה תעשייתי, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847371
GLG-3712-10000000-200L,"מסיר חלודה תעשייתי, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847369
GLG-3712-01000000-1000L,"מסיר חלודה תעשייתי, קובייה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847365
GLG-3313-20100001-5L,"נוזל ניקוי רב תכליתי לחדרי אמבטיה ושירותים - חזק במיוחד בניחוח לימון, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,בייתי,גרין גלובל,12847361
GLG-3313-42310001-750ML,"נוזל ניקוי רב תכליתי לחדרי אמבטיה ושירותים - חזק במיוחד בניחוח לימון, תרסיס 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,בייתי,גרין גלובל,12847359
GLG-3313-23010001-25L,"נוזל ניקוי רב תכליתי לחדרי אמבטיה ושירותים - חזק במיוחד בניחוח לימון, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,בייתי,גרין גלובל,12847355
GLG-3313-10000001-200L,"נוזל ניקוי רב תכליתי לחדרי אמבטיה ושירותים - חזק במיוחד בניחוח לימון, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,בייתי,גרין גלובל,12847353
GLG-3313-01000001-1000L,"נוזל ניקוי רב תכליתי לחדרי אמבטיה ושירותים - חזק במיוחד, בניחוח לימון, קוביה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,בייתי,גרין גלובל,12847349
GLG-3317-20100000-5L,"מסיר אבנית ממחליפי חום, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847345
GLG-3317-23010000-25L,"מסיר אבנית ממחליפי חום, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847341
GLG-3317-10000000-200L,"מסיר אבנית ממחליפי חום, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847337
GLG-3317-01000000-1000L,"מסיר אבנית ממחליפי חום, קוביה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847333
GLG-N-3312-99000000-KIT,"ערכה להכנת 100 ק""ג מסיר אבנית תעשייתי",חמרי ניקוי,חמרי ניקוי,אצווה,KIT,תעשייתי,גרין גלובל,12847315
GLG-3312-20100000-5L,"מסיר אבנית תעשייתי, ג'ריקן 5 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,5L,תעשייתי,גרין גלובל,12847311
GLG-3312-23010000-25L,"מסיר אבנית תעשייתי, ג'ריקן 25 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,25L,תעשייתי,גרין גלובל,12847307
GLG-3312-10000000-200L,"מסיר אבנית תעשייתי, חבית 200 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,200L,תעשייתי,גרין גלובל,12847305
GLG-3312-01000000-1000L,"מסיר אבנית תעשייתי, קוביה 1000 ליטר",חמרי ניקוי,חמרי ניקוי,אצווה,1000L,תעשייתי,גרין גלובל,12847301
GLG-2101-42300006-750ML,"מרכך כביסה מבושם, בקבוק 750 מ""ל",חמרי ניקוי,חמרי ניקוי,אצווה,750ML,מוסדי,גרין גלובל,12847285
GLG-L-SCOOP-PP-5ML,"כף שקילה 5 מ""ל",CHEN,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12830339
GLG-L-SCOOP-PP-2ML,"כף שקילה 2 מ""מ",CHEN,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12830334
GLG-L-SCOOP-PP-10ML,"כף שקילה 10 מ""ל",CHEN,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12830329
GLG-L-PH-PAPER-4.5-10,נייר 4.5-10 PH,CHEN,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12830312
GLG-L-MAGNET-8X50,סטירר מגנטי 8*50,CHEN,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12830304
GLG-L-MAGNET-8X40,סטירר מגנטי 8*40,CHEN,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12830302
GLG-L-MAGNET-6X15,סטירר מגנטי 6*15,CHEN,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12830294
GLG-L-MAGNET-RETRIEVER,שולה מגנטים,CHEN,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12830292
GLG-L-GLOVES-LATEX-XL,כפפות לטקס XL,CHEN,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12830290
GLG-P-C20,ג'ריקן 5 ליטר טבעי,שונות-רוטל,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12828172
GLG-P-C23,ג'ריקן 25 ליטר טבעי,שונות-רוטל,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12828170
GLG-P-C21,ג'ריקן 10 ליטר טבעי,שונות-רוטל,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12828168
GLG-P-C50,"בקבוק 250 מ""ל שקוף",חמרי ניקוי,חמרי ניקוי,רגיל,יחידה,,גרין גלובל,12828160
,,,,,,,,
